postnummer,week,weekno,postnummer_first_2,Utbildning: Förgymnasial,Utbildning: Gymnasial,Utbildning: Eftergymnasial mindre än 3 år,Utbildning: Eftergymnasial 3 år eller längre inkl. forskarutbildning,Utbildning: Uppgift saknas,"Bakgrund: Svensk, född i Sverige med båda föräldrarna födda i Sverige","Bakgrund: Svensk, född i Sverige med en förälder född i Sverige","Bakgrund: Utländsk, född utomlands","Bakgrund: Utländsk, född i Sverige med båda föräldrarna födda utomlands",Upplåtelse: Äganderätt,Upplåtelse: Bostadsrätt,Upplåtelse: Hyresrätt,Upplåtelse: Uppgift saknas,0 personbilar,1 personbil,2 personbilar,"Bransch: Jordbruk, skogsbruk, jakt och fiske",Bransch: Tillverkning och utvinning,Bransch: Energi och miljöverksamhet,Bransch: Byggverksamhet,Bransch: Handel,Bransch: Transport och magasinering,Bransch: Hotell- och restaurangverksamhet,Bransch: Information och kommunikation,Bransch: Finans- och försäkringsverksamhet,Bransch: Fastighetsverksamhet,Bransch: Företagstjänster,Bransch: Offentlig förvaltning och försvar,Bransch: Utbildning,"Bransch: Vård och omsorg, sociala tjänster",Bransch: Kulturella och personliga tjänster m.m.,Bransch: Okänd verksamhet,Medelantal personer per hushåll
74330,2020w32,32,74XXX,0.084452975,0.454894434,0.16890595,0.284069098,0.007677543,0.761434978,0.078026906,0.122869955,0.037668161,0.760538117,0,0.239461883,0,443,275,46,0.005847953,0.070175439,0.011695906,0.079922027,0.122807018,0.052631579,0.01754386,0.033138402,0.015594542,0.021442495,0.1208577,0.070175439,0.152046784,0.183235867,0.037037037,0.005847953,2.8
74332,2020w32,32,74XXX,0.040816327,0.359183674,0.146938776,0.453061225,0,0.783050848,0.062711864,0.113559322,0.040677966,0.769491525,0.230508475,0,0,212,165,25,0.022304833,0.044609665,0.011152416,0.081784387,0.078066915,0.022304833,0.029739777,0.037174721,0.026022305,0.011152416,0.100371747,0.066914498,0.189591078,0.197026022,0.07063197,0.011152416,2.8
74334,2020w32,32,74XXX,0.046464646,0.385858586,0.183838384,0.375757576,0.008080808,0.825847846,0.077910174,0.074243813,0.021998167,0.937671861,0,0.022914757,0.039413382,406,282,58,0,0.054989817,0.018329939,0.091649695,0.109979633,0.032586558,0.018329939,0.036659878,0.012219959,0.016293279,0.140529532,0.103869654,0.17107943,0.156822811,0.036659878,0,3
74335,2020w32,32,74XXX,0.097532315,0.3960047,0.153936545,0.333725029,0.01880141,0.672980501,0.073537604,0.17994429,0.073537604,0.596100279,0.188300836,0.210584958,0.005013928,682,420,62,0.004854369,0.049757282,0.008495146,0.067961165,0.091019417,0.061893204,0.015776699,0.035194175,0.009708738,0.012135922,0.104368932,0.083737864,0.202669903,0.194174757,0.042475728,0.015776699,3
74340,2020w32,32,74XXX,0.046325879,0.340255591,0.164536741,0.444089457,0.004792332,0.814139942,0.086734694,0.081632653,0.017492711,0.963556851,0,0.015306122,0.021137026,537,378,69,0.006134969,0.078220859,0.015337423,0.081288344,0.084355828,0.038343558,0.015337423,0.04601227,0.02607362,0.021472393,0.113496933,0.110429448,0.124233129,0.190184049,0.049079755,0,2.8
74341,2020w32,32,74XXX,0.037433155,0.331550802,0.101604278,0.513368984,0.016042781,0.854497355,0.055555556,0.052910053,0.037037037,0.970822281,0,0.00795756,0.021220159,120,78,17,0,0.078125,0.015625,0.119791667,0.119791667,0.026041667,0.015625,0.03125,0.052083333,0.015625,0.125,0.083333333,0.140625,0.161458333,0.015625,0,3.7
74345,2020w32,32,74XXX,0.075723831,0.34298441,0.187082405,0.371937639,0.022271715,0.595873786,0.101941748,0.192961165,0.109223301,0,0.155339806,0.201456311,0.643203884,297,209,35,0,0.038690476,0.014880952,0.095238095,0.104166667,0.05952381,0.035714286,0.035714286,0,0.008928571,0.127976191,0.080357143,0.154761905,0.202380952,0.041666667,0,2.5
74350,2020w32,32,74XXX,0.068047337,0.397928994,0.139053254,0.384615385,0.01035503,0.841180604,0.080112439,0.06113844,0.017568517,0.905130007,0.005621926,0.079409698,0.00983837,544,418,75,0.005633803,0.104225352,0.018309859,0.088732394,0.083098592,0.030985915,0.01971831,0.038028169,0.011267606,0.021126761,0.142253521,0.054929577,0.170422535,0.170422535,0.04084507,0,2.7
74361,2020w32,32,74XXX,0.096952909,0.498614958,0.171745152,0.218836565,0.013850416,0.859237537,0.063049853,0.064516129,0.013196481,0.727272727,0,0.256598241,0.016129032,271,198,55,0.007731959,0.079896907,0.015463918,0.149484536,0.115979381,0.036082474,0.015463918,0.015463918,0.007731959,0.023195876,0.136597938,0.054123711,0.12371134,0.164948454,0.046391753,0.007731959,2.4
74362,2020w32,32,74XXX,0.054597701,0.528735632,0.126436782,0.270114943,0.020114943,0.76957164,0.078286558,0.122599705,0.029542097,0.626292467,0.234859675,0.112259971,0.026587888,261,203,34,0.009345794,0.052959502,0.024922118,0.16199377,0.118380062,0.037383178,0.018691589,0.018691589,0,0.018691589,0.118380062,0.059190031,0.16199377,0.177570094,0.021806854,0,2.6
74363,2020w32,32,74XXX,0.074410163,0.517241379,0.141560799,0.252268603,0.014519056,0.811151079,0.071942446,0.088129496,0.028776978,0.983827493,0,0.008086253,0.008086253,410,309,81,0.007168459,0.051971326,0.008960573,0.120071685,0.125448029,0.044802867,0.014336918,0.023297491,0.010752688,0.019713262,0.129032258,0.055555556,0.157706093,0.184587814,0.037634409,0.008960573,2.8
74364,2020w32,32,74XXX,0.08365019,0.5,0.153992395,0.25095057,0.011406844,0.85258216,0.077934272,0.057276995,0.012206573,0.763380282,0.05915493,0.050704225,0.126760563,405,262,66,0.005586592,0.065176909,0.014897579,0.130353818,0.13594041,0.031657356,0.029795158,0.031657356,0.014897579,0.013035382,0.121042831,0.067039106,0.143389199,0.162011173,0.027932961,0.005586592,2.8
74371,2020w32,32,74XXX,0.086553323,0.56877898,0.142194745,0.194744977,0.007727975,0.878466558,0.066068516,0.044045677,0.01141925,0.934747145,0,0.009787928,0.055464927,491,313,113,0.04610951,0.076368876,0.018731988,0.15129683,0.103746398,0.066282421,0.010086455,0.027377522,0,0.015850144,0.122478386,0.060518732,0.134005764,0.115273775,0.041786744,0.010086455,2.7
74372,2020w32,32,74XXX,0.138554217,0.578313253,0.093373494,0.189759036,0,0.832307692,0.064615385,0.089230769,0.013846154,0.92791411,0,0.039877301,0.032208589,259,196,37,0.050420168,0.095238095,0.016806723,0.159663866,0.089635854,0.053221289,0.008403361,0,0,0.011204482,0.092436975,0.070028011,0.117647059,0.193277311,0.025210084,0.016806723,2.6
74373,2020w32,32,74XXX,0.090909091,0.526645768,0.144200627,0.222570533,0.015673981,0.845486111,0.053819444,0.081597222,0.019097222,0.859375,0,0.097222222,0.043402778,232,164,47,0.082111437,0.061583578,0.008797654,0.114369502,0.11143695,0.064516129,0.017595308,0.023460411,0,0.035190616,0.129032258,0.06744868,0.096774194,0.126099707,0.052785924,0.008797654,2.5
74374,2020w32,32,74XXX,0.088068182,0.528409091,0.125,0.25,0.008522727,0.846266471,0.074670571,0.061493411,0.017569546,0.900439239,0,0,0.099560761,240,183,46,0.036827195,0.059490085,0.025495751,0.206798867,0.113314448,0.067988669,0.008498584,0.019830028,0,0.025495751,0.099150142,0.039660057,0.093484419,0.161473088,0.042492918,0,2.7
74381,2020w32,32,74XXX,0.046376812,0.468115942,0.152173913,0.327536232,0.005797101,0.84273183,0.068295739,0.067042607,0.021929825,0.90726817,0.04197995,0.045112782,0.005639098,565,432,94,0.012195122,0.069105691,0.008130081,0.104336043,0.135501355,0.039295393,0.024390244,0.033875339,0.016260163,0.014905149,0.117886179,0.079945799,0.146341463,0.151761518,0.046070461,0,2.9
74382,2020w32,32,74XXX,0.065681445,0.438423645,0.183908046,0.300492611,0.011494253,0.875688434,0.051927616,0.051927616,0.020456334,0.952006294,0,0.011801731,0.036191975,459,344,97,0.032786885,0.053651267,0.010432191,0.104321908,0.141579732,0.056631893,0.022354694,0.031296572,0.020864382,0.02533532,0.102831595,0.107302534,0.114754098,0.138599106,0.032786885,0.004470939,2.9
74386,2020w32,32,74XXX,0.110787172,0.489795918,0.147230321,0.247813411,0.004373178,0.854074074,0.071851852,0.054814815,0.019259259,0.873333333,0,0.026666667,0.1,513,368,110,0.031636864,0.068775791,0.012379642,0.148555708,0.085281981,0.052269601,0.020632737,0.031636864,0.008253095,0.030261348,0.119669876,0.061898212,0.115543329,0.147180193,0.057771664,0.008253095,2.6
74387,2020w32,32,74XXX,0.157024793,0.58677686,0.119834711,0.111570248,0.024793388,0.885964912,0.072368421,0.035087719,0.006578947,0.967248908,0,0.006550218,0.026200873,181,154,31,0.052238806,0.037313433,0.02238806,0.175373134,0.111940299,0.052238806,0.02238806,0.01119403,0.01119403,0.02238806,0.123134328,0.02238806,0.119402985,0.141791045,0.052238806,0.02238806,2.4
74391,2020w32,32,74XXX,0.114516129,0.54516129,0.120967742,0.206451613,0.012903226,0.815916399,0.097266881,0.069131833,0.017684887,0.917202572,0,0.011254019,0.071543408,440,365,84,0.041538462,0.069230769,0.015384615,0.150769231,0.14,0.035384615,0.012307692,0.029230769,0.010769231,0.021538462,0.112307692,0.058461538,0.126153846,0.124615385,0.043076923,0.009230769,2.8
74392,2020w32,32,74XXX,0.094736842,0.463157895,0.221052632,0.221052632,0,0.84057971,0.082125604,0.062801932,0.014492754,0.878640777,0,0.058252427,0.063106796,94,57,15,0.043103448,0.043103448,0.025862069,0.094827586,0.129310345,0.025862069,0.025862069,0.043103448,0,0.051724138,0.198275862,0.025862069,0.146551724,0.094827586,0.025862069,0.025862069,2.6
74393,2020w32,32,74XXX,0.086834734,0.50140056,0.120448179,0.291316527,0,0.874815906,0.055964654,0.0544919,0.014727541,0.874815906,0,0.020618557,0.104565538,273,189,62,0.046153846,0.051282051,0.025641026,0.148717949,0.11025641,0.071794872,0.01025641,0.017948718,0,0.017948718,0.102564103,0.058974359,0.130769231,0.171794872,0.035897436,0,2.6
74394,2020w32,32,74XXX,0.13740458,0.538167939,0.09351145,0.211832061,0.019083969,0.78550149,0.082423039,0.11122145,0.020854022,0.761668322,0.08142999,0.085402185,0.071499503,407,288,63,0.018761726,0.07879925,0.018761726,0.161350844,0.106941839,0.065666041,0.016885553,0.011257036,0,0.018761726,0.110694184,0.056285178,0.123827392,0.17260788,0.033771107,0.005628518,2.4
74431,2020w32,32,74XXX,0.123126338,0.565310493,0.150963597,0.145610278,0.014989293,0.717923604,0.061214496,0.178256611,0.042605289,0.637610186,0.130264447,0.191968658,0.040156709,883,570,147,0.021493213,0.076923077,0.004524887,0.123303167,0.179864253,0.035067873,0.031674208,0.012443439,0,0.029411765,0.06561086,0.044117647,0.110859729,0.205882353,0.048642534,0.010180995,2.2
74432,2020w32,32,74XXX,0.169761273,0.623342175,0.084880637,0.108753316,0.013262599,0.728331177,0.077619664,0.165588616,0.028460543,0.627425615,0.053040103,0.288486417,0.031047865,319,230,55,0.016759777,0.111731844,0.022346369,0.122905028,0.173184358,0.069832402,0.025139665,0,0.008379888,0.008379888,0.097765363,0.033519553,0.081005587,0.175977654,0.036312849,0.016759777,2.1
74450,2020w32,32,74XXX,0.166666667,0.458333333,0.145833333,0.184895833,0.044270833,0.629677419,0.056774194,0.277419355,0.036129032,0.572164949,0.140463918,0.275773196,0.011597938,381,227,35,0.008797654,0.08797654,0,0.073313783,0.211143695,0.064516129,0.023460411,0.014662757,0.008797654,0.029325513,0.085043988,0.041055718,0.114369502,0.187683285,0.032258065,0.017595308,2
74451,2020w32,32,74XXX,0.160427808,0.524064171,0.114973262,0.176470588,0.024064171,0.662371134,0.083762887,0.202319588,0.051546392,0.559278351,0.130154639,0.286082474,0.024484536,339,209,27,0.016759777,0.055865922,0.016759777,0.108938548,0.167597765,0.055865922,0.047486034,0.016759777,0,0.011173184,0.094972067,0.067039106,0.081005587,0.195530726,0.041899441,0.022346369,2.3
74491,2020w32,32,74XXX,0.12633833,0.550321199,0.122055675,0.17987152,0.021413276,0.83037694,0.05654102,0.092017738,0.021064302,0.907982262,0,0.048780488,0.043237251,413,243,49,0.122916667,0.0875,0.00625,0.145833333,0.127083333,0.029166667,0.016666667,0.016666667,0.010416667,0.008333333,0.052083333,0.0375,0.110416667,0.160416667,0.060416667,0.008333333,2.4
74492,2020w32,32,74XXX,0.132478633,0.581196581,0.115384615,0.145299145,0.025641026,0.838427948,0.06768559,0.074235808,0.019650655,0.938864629,0,0.048034935,0.013100437,214,141,32,0.118367347,0.093877551,0,0.175510204,0.134693878,0.024489796,0.024489796,0.012244898,0.012244898,0.012244898,0.06122449,0.036734694,0.06122449,0.187755102,0.024489796,0.020408163,2.2
74493,2020w32,32,74XXX,0.137795276,0.622047244,0.125984252,0.102362205,0.011811024,0.833333333,0.054878049,0.097560976,0.014227642,0.843495935,0.042682927,0.097560976,0.016260163,209,166,45,0.093220339,0.084745763,0,0.118644068,0.148305085,0.105932203,0,0.012711864,0,0.029661017,0.046610169,0.042372881,0.072033898,0.194915254,0.038135593,0.012711864,2.1
74494,2020w32,32,74XXX,0.321428571,0.678571429,0,0,0,0.763157895,0.118421053,0.039473684,0.078947368,0.95945946,0,0,0.040540541,37,22,7,0.066666667,0.066666667,0,0.177777778,0.2,0.066666667,0.066666667,0,0,0,0,0,0.066666667,0.155555556,0.066666667,0.066666667,1.9
74495,2020w32,32,74XXX,0.108949416,0.577821012,0.101167315,0.212062257,0,0.787549407,0.08201581,0.101778656,0.028656126,0.827075099,0.066205534,0.072134387,0.03458498,424,293,58,0.07444668,0.064386318,0.016096579,0.132796781,0.132796781,0.048289738,0.012072435,0.022132797,0.012072435,0.018108652,0.094567404,0.058350101,0.098591549,0.158953722,0.042253521,0.014084507,2.4
74496,2020w32,32,74XXX,0.15049505,0.481188119,0.134653465,0.201980198,0.031683168,0.775075988,0.093211753,0.103343465,0.028368794,0.881458967,0.025329281,0.039513678,0.053698075,388,304,67,0.022680412,0.068041237,0.008247423,0.144329897,0.117525773,0.051546392,0.020618557,0.010309278,0,0.026804124,0.101030928,0.074226804,0.125773196,0.177319588,0.051546392,0,2.3
74497,2020w32,32,74XXX,0.130120482,0.520481928,0.134939759,0.2,0.014457831,0.774907749,0.092250923,0.118081181,0.014760148,0.937114673,0,0.003699137,0.05918619,333,243,56,0.061320755,0.061320755,0.016509434,0.143867925,0.129716981,0.080188679,0.025943396,0.021226415,0.007075472,0.023584906,0.113207547,0.047169811,0.096698113,0.115566038,0.04245283,0.014150943,2.3
74530,2020w32,32,74XXX,0.134453782,0.514005602,0.119047619,0.222689076,0.009803922,0.744109948,0.054973822,0.159031414,0.041884817,0.189790576,0.379581152,0.416230367,0.014397906,765,519,45,0,0.056737589,0.011347518,0.10070922,0.124822695,0.056737589,0.038297872,0.031205674,0.024113475,0.018439716,0.112056738,0.116312057,0.087943262,0.170212766,0.041134752,0.009929078,1.7
74531,2020w32,32,74XXX,0.124767225,0.549348231,0.139664805,0.176908752,0.009310987,0.751273345,0.07385399,0.134125637,0.040747029,0.084040747,0.455857385,0.409168082,0.050933786,598,385,26,0,0.0511883,0.005484461,0.135283364,0.124314442,0.053016453,0.038391225,0.031078611,0.009140768,0.021937843,0.124314442,0.07678245,0.087751371,0.195612431,0.038391225,0.007312614,1.9
74532,2020w32,32,74XXX,0.226086957,0.486956522,0.134161491,0.126708075,0.026086957,0.534482759,0.062997347,0.331564987,0.070954907,0.102717031,0.184890656,0.707753479,0.004638834,810,389,41,0.004341534,0.088277858,0.004341534,0.083936324,0.128798842,0.060781476,0.037626628,0.017366136,0.008683068,0.010130246,0.109985528,0.131693198,0.07959479,0.185238784,0.044862518,0.004341534,1.8
74533,2020w32,32,74XXX,0.284776903,0.446194226,0.137795276,0.094488189,0.036745407,0.364427861,0.058457711,0.436567164,0.140547264,0.015547264,0.172885572,0.809079602,0.002487562,820,343,38,0.006633499,0.071310116,0.009950249,0.07628524,0.094527363,0.077943615,0.054726368,0.023217247,0.004975124,0.014925373,0.152570481,0.106135987,0.101160862,0.170812604,0.034825871,0,2.1
74534,2020w32,32,74XXX,0.150943396,0.506531205,0.156748912,0.175616836,0.010159652,0.683954619,0.08184765,0.195299838,0.038897893,0.051012146,0.396761134,0.547368421,0.0048583,673,377,27,0.010796221,0.055330634,0.004048583,0.122807018,0.147098516,0.048582996,0.053981107,0.028340081,0.012145749,0.004048583,0.134952767,0.093117409,0.094466937,0.156545209,0.029689609,0.004048583,1.6
74536,2020w32,32,74XXX,0.074954296,0.542961609,0.155393053,0.215722121,0.010968921,0.797309417,0.06367713,0.103139014,0.035874439,0.606087735,0.198746643,0.189794091,0.005371531,470,398,45,0.008802817,0.051056338,0.01056338,0.13028169,0.154929578,0.045774648,0.021126761,0.017605634,0.019366197,0.017605634,0.105633803,0.096830986,0.121478873,0.174295775,0.024647887,0,2.1
74537,2020w32,32,74XXX,0.352941177,0.470588235,0,0,0.176470588,0.608695652,0.130434783,0.260869565,0,0.625,0,0.375,0,11,8,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0.25,0,0,2.4
74538,2020w32,32,74XXX,0.063829787,0.452887538,0.145896657,0.328267477,0.009118541,0.779390421,0.078374456,0.098693759,0.043541364,0.720694645,0.199710564,0.075253256,0.004341534,301,177,41,0,0.062874252,0.008982036,0.110778443,0.143712575,0.011976048,0.023952096,0.038922156,0.050898204,0.011976048,0.068862275,0.131736527,0.110778443,0.185628743,0.038922156,0,2.5
74539,2020w32,32,74XXX,0.081632653,0.563265306,0.134693878,0.208163265,0.012244898,0.721568628,0.08627451,0.149019608,0.043137255,0.576470588,0.411764706,0,0.011764706,200,159,27,0,0.064516129,0.012096774,0.137096774,0.161290323,0.036290323,0.016129032,0.02016129,0.012096774,0.024193548,0.092741935,0.112903226,0.112903226,0.181451613,0.016129032,0,2.5
74560,2020w32,32,74XXX,0.186582809,0.519916143,0.125786164,0.1278826,0.039832285,0.470387244,0.08428246,0.355353075,0.089977221,0,0.299203641,0.69738339,0.003412969,423,245,15,0.012847966,0.079229122,0.006423983,0.083511777,0.130620985,0.08137045,0.04496788,0.021413276,0,0.012847966,0.130620985,0.053533191,0.066381156,0.239828694,0.03640257,0,2
74561,2020w32,32,74XXX,0.274193548,0.451612903,0.124633431,0.104105572,0.045454545,0.233421751,0.052387268,0.521220159,0.192970822,0,0.099469496,0.885941645,0.014588859,665,248,37,0,0.068,0,0.078,0.084,0.104,0.06,0.006,0,0.006,0.134,0.046,0.104,0.264,0.046,0,2.7
74562,2020w32,32,74XXX,0.136619718,0.547887324,0.14084507,0.154929578,0.01971831,0.616122841,0.066538708,0.25271913,0.064619322,0.172634271,0.431585678,0.390664962,0.00511509,750,476,48,0.013254786,0.088365243,0.005891016,0.11634757,0.120765832,0.060382916,0.045655376,0.023564065,0.004418262,0.00736377,0.113402062,0.075110457,0.094256259,0.201767305,0.029455081,0,1.9
74563,2020w32,32,74XXX,0.071556351,0.559928444,0.139534884,0.223613596,0.005366726,0.74433657,0.064724919,0.121359223,0.069579288,0.995145631,0,0.004854369,0,483,391,68,0.005093379,0.061120543,0.006791171,0.12393888,0.151103565,0.022071307,0.016977929,0.028862479,0.0237691,0.018675722,0.088285229,0.108658744,0.113752122,0.181663837,0.044142615,0.005093379,2.6
74569,2020w32,32,74XXX,0.158415842,0.534653465,0.118811881,0.188118812,0,0.541463415,0.097560976,0.258536585,0.102439024,0,0,0.12195122,0.878048781,91,55,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6
74571,2020w32,32,74XXX,0.121794872,0.572649573,0.121794872,0.162393162,0.021367521,0.738683128,0.079218107,0.135802469,0.046296296,0.729423868,0,0.259259259,0.011316872,333,291,72,0.006593407,0.074725275,0.006593407,0.156043956,0.167032967,0.052747253,0.01978022,0.021978022,0,0.013186813,0.083516484,0.061538462,0.096703297,0.213186813,0.017582418,0.008791209,2.5
74592,2020w32,32,74XXX,0.108504399,0.521994135,0.131964809,0.219941349,0.017595308,0.803007519,0.061654135,0.108270677,0.027067669,0.90075188,0,0.039097744,0.060150376,243,217,61,0.055214724,0.082822086,0.012269939,0.144171779,0.131901841,0.024539877,0.012269939,0.015337423,0.018404908,0.009202454,0.104294479,0.082822086,0.09202454,0.168711656,0.021472393,0.024539877,2.2
74593,2020w32,32,74XXX,0.066502463,0.465517241,0.13546798,0.325123153,0.007389163,0.813172043,0.086021505,0.060483871,0.040322581,0.538978495,0.272849462,0.041666667,0.146505376,229,223,60,0.024630542,0.056650246,0.014778325,0.100985222,0.115763547,0.039408867,0.022167488,0.022167488,0.024630542,0.019704434,0.110837438,0.100985222,0.103448276,0.192118227,0.051724138,0,2.6
74594,2020w32,32,74XXX,0.109057301,0.57116451,0.136783734,0.173752311,0.009242144,0.821464393,0.065195587,0.074222668,0.039117352,0.89669007,0,0.036108325,0.067201605,404,285,76,0.069518717,0.076648841,0.01426025,0.114081996,0.114081996,0.049910873,0.012477718,0.021390374,0.016042781,0.012477718,0.101604278,0.092691622,0.078431373,0.151515152,0.051693405,0.023172906,2.5
74595,2020w32,32,74XXX,0.09771987,0.522801303,0.148208469,0.219869707,0.011400651,0.836787565,0.080310881,0.063903282,0.018998273,0.935233161,0,0.018998273,0.045768566,472,345,91,0.078787879,0.059090909,0.016666667,0.140909091,0.136363636,0.027272727,0.021212121,0.040909091,0.009090909,0.01969697,0.1,0.071212121,0.092424242,0.124242424,0.037878788,0.024242424,2.4
74596,2020w32,32,74XXX,0.099502488,0.600331675,0.102819237,0.187396352,0.009950249,0.84845815,0.080176211,0.050220264,0.021145374,0.924229075,0,0.025550661,0.050220264,447,335,92,0.080424886,0.071320182,0.006069803,0.163884674,0.127465857,0.053110774,0.018209408,0.015174507,0.018209408,0.007587253,0.092564492,0.054628225,0.086494689,0.132018209,0.051593323,0.02124431,2.5
74597,2020w32,32,74XXX,0.067391304,0.610869565,0.143478261,0.163043478,0.015217391,0.768374165,0.099109131,0.099109131,0.033407572,0.873051225,0.051224944,0.025612472,0.050111359,338,262,70,0.036437247,0.072874494,0.012145749,0.147773279,0.141700405,0.062753036,0.018218623,0.018218623,0.016194332,0.012145749,0.0951417,0.052631579,0.093117409,0.178137652,0.024291498,0.018218623,2.5
74598,2020w32,32,74XXX,0.097701149,0.517241379,0.149425287,0.221264368,0.014367816,0.840189873,0.068037975,0.074367089,0.017405063,0.898734177,0,0.060126582,0.041139241,264,198,45,0.054285714,0.028571429,0.008571429,0.131428571,0.114285714,0.037142857,0.017142857,0.028571429,0.017142857,0.02,0.122857143,0.111428571,0.077142857,0.165714286,0.04,0.025714286,2.4
74599,2020w32,32,74XXX,0.064356436,0.554455446,0.146039604,0.225247525,0.00990099,0.838216561,0.078980892,0.07133758,0.011464968,0.904458599,0,0.038216561,0.057324841,337,232,58,0.113122172,0.045248869,0.015837104,0.126696833,0.097285068,0.042986425,0.013574661,0.031674208,0.024886878,0.022624434,0.119909502,0.076923077,0.047511312,0.162895928,0.040723982,0.018099548,2.3
74630,2020w32,32,74XXX,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74631,2020w32,32,74XXX,0.147757256,0.469656992,0.15171504,0.18469657,0.046174142,0.67229072,0.086956522,0.179753407,0.060999351,0.589227774,0.023361454,0.382219338,0.005191434,666,458,67,0,0.078838174,0.015214385,0.105117566,0.172890733,0.074688797,0.045643154,0.038727524,0.012448133,0.01659751,0.107883817,0.058091286,0.117565699,0.091286307,0.038727524,0.026279391,2.4
74632,2020w32,32,74XXX,0.216802168,0.502710027,0.097560976,0.155826558,0.027100271,0.497350993,0.089403974,0.337086093,0.07615894,0.168211921,0.041721854,0.784768212,0.005298013,799,310,30,0.004909984,0.063829787,0.016366612,0.111292962,0.147299509,0.090016367,0.049099836,0.026186579,0.009819967,0.009819967,0.117839607,0.042553191,0.116202946,0.160392799,0.024549918,0.009819967,2.2
74633,2020w32,32,74XXX,0.143115942,0.531702899,0.134963768,0.163043478,0.027173913,0.663751987,0.081875994,0.202305246,0.052066773,0.414149444,0.244435612,0.312798092,0.028616852,1269,743,76,0.002775208,0.076780759,0.021276596,0.098057354,0.160037003,0.066604995,0.047178538,0.037002775,0.018501388,0.010175763,0.121184089,0.057354302,0.111008326,0.120259019,0.040703053,0.011100833,1.9
74634,2020w32,32,74XXX,0.117241379,0.587931035,0.122413793,0.153448276,0.018965517,0.726649529,0.091688089,0.139674379,0.041988003,0.860325621,0.036846615,0.095972579,0.006855184,439,366,68,0,0.087394958,0.008403361,0.141176471,0.164705882,0.058823529,0.030252101,0.050420168,0.01512605,0.011764706,0.119327731,0.065546218,0.107563025,0.102521008,0.031932773,0.005042017,2.4
74635,2020w32,32,74XXX,0.139737991,0.480349345,0.159388646,0.213973799,0.006550218,0.699799197,0.096385542,0.139558233,0.064257028,1,0,0,0,366,296,60,0.006276151,0.081589958,0.010460251,0.09832636,0.152719665,0.060669456,0.016736402,0.066945607,0.014644351,0.006276151,0.110878661,0.092050209,0.144351464,0.094142259,0.037656904,0.006276151,2.9
74636,2020w32,32,74XXX,0.13814433,0.544329897,0.119587629,0.164948454,0.032989691,0.679819617,0.105975197,0.155580609,0.058624577,0.062006764,0.403607666,0.475760992,0.058624577,418,277,27,0,0.08490566,0,0.113207547,0.150943396,0.072327044,0.028301887,0.044025157,0.012578616,0.009433962,0.128930818,0.066037736,0.122641509,0.125786164,0.040880503,0,1.8
74637,2020w32,32,74XXX,0.084245077,0.501094092,0.154266958,0.253829322,0.006564551,0.745753425,0.09369863,0.100821918,0.059726027,0.768767123,0.16,0.001643836,0.069589041,584,480,111,0.003303965,0.06938326,0.014317181,0.09030837,0.182819383,0.061674009,0.018722467,0.064977974,0.049559471,0.009911894,0.100220264,0.082599119,0.109030837,0.094713656,0.037444934,0.011013216,3
74638,2020w32,32,74XXX,0.072978304,0.510848126,0.159763314,0.230769231,0.025641026,0.707647628,0.126815102,0.123910939,0.041626331,1,0,0,0,368,316,65,0.005836576,0.085603113,0.009727626,0.140077821,0.157587549,0.038910506,0.015564202,0.064202335,0.027237354,0.017509728,0.114785992,0.079766537,0.118677043,0.091439689,0.027237354,0.005836576,2.9
74639,2020w32,32,74XXX,0.106343284,0.505597015,0.171641791,0.201492537,0.014925373,0.69244768,0.112829845,0.130118289,0.064604186,0.940855323,0,0.059144677,0,376,319,70,0.005484461,0.067641682,0.010968921,0.126142596,0.162705667,0.071297989,0.023765996,0.049360146,0.021937843,0.007312614,0.115173675,0.078610603,0.109689214,0.1023766,0.036563071,0.010968921,3
74640,2020w32,32,74XXX,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1
74641,2020w32,32,74XXX,0.073248408,0.538216561,0.152866242,0.23089172,0.00477707,0.749169435,0.106312292,0.100498339,0.044019934,0.719502075,0.275518672,0,0.004979253,399,304,76,0.004672897,0.065420561,0.012461059,0.101246106,0.218068536,0.043613707,0.014018692,0.056074766,0.026479751,0.020249221,0.143302181,0.079439252,0.090342679,0.090342679,0.028037383,0.00623053,3.1
74650,2020w32,32,74XXX,0.1,0.3,0.1,0,0.5,0.189189189,0.162162162,0.648648649,0,0.171428571,0,0.542857143,0.285714286,24,6,0,0,0,0,0.411764706,0.176470588,0.176470588,0,0,0,0,0.235294118,0,0,0,0,0,3.3
